problem_id,best_fitness,generation_found,avg_fitness_final,avg_diversity_final,total_time_seconds,population_size,generations,device,experiment_name
1.1,0.717948717948718,11,0.398,0.32696451696452034,20.795536756515503,100,20,odin,odin_1000_individuals
