threshold,best_val_f1_mean,best_val_f1_std,best_val_f1_max,test_f1_mean,test_f1_std,test_recall,test_auc,true_pairs,pred_pairs
0.3,0.28376190204363044,0.0040606373027710935,0.2868827423139976,0.25381708440424705,0.009091190450221033,0.5030083783460804,0.9599247930819536,51744,143801
0.4,0.3039295189590464,0.0005004362715102909,0.3045136817420758,0.2984038781922779,0.0006270684146122238,0.37093225558734033,0.958906250195995,51744,76471
0.5,0.3066885672500863,0.00053253930851976,0.30736333108253583,0.2991095360581033,0.0018850308164510725,0.2887485027102317,0.9599818281218582,51744,48918
0.6,0.2936972692205125,0.0027383545306583785,0.29720607823353307,0.2682294067000672,0.012718870281207646,0.20497188108846598,0.9576942697531645,51744,27994
0.7,0.24402309068531833,0.017297838260514314,0.26284787955785754,0.2119744343913089,0.031590765551463604,0.19378036307335345,0.9567563220126776,51744,26564
