problem_id,best_fitness,generation_found,avg_fitness_final,avg_diversity_final,total_time_seconds,population_size,generations,device,experiment_name
1.1,1.0,22,0.5427136752136752,0.22737072292256297,110.10505557060242,300,150,odin,odin_pop_300_gen_150_mut_020
