problem_id,best_fitness,generation_found,avg_fitness_final,avg_diversity_final,total_time_seconds,population_size,generations,device,experiment_name
1.1,0.717948717948718,3,0.4028333333333333,0.32488474488474767,19.20035982131958,100,20,odin,odin_1000_individuals
