problem_id,best_fitness,generation_found,avg_fitness_final,avg_diversity_final,total_time_seconds,population_size,generations,device,experiment_name
1.1,0.782051282051282,6,0.3900269230769231,0.3288020071350354,87.65516376495361,1000,10,odin,odin_1000_individuals
