problem_id,best_fitness,generation_found,avg_fitness_final,avg_diversity_final,total_time_seconds,population_size,generations,device,experiment_name
3.2,0.7538461538461538,62,0.5013316239316239,0.6086807878112224,752.1601223945618,300,100,odin,odin_pop_300_gen_100_mut_020
