problem_id,best_fitness,generation_found,avg_fitness_final,avg_diversity_final,total_time_seconds,population_size,generations,device,experiment_name
1.1,1.0,22,0.8532863247863249,0.02645056170140161,130.19892144203186,300,100,odin,odin_pop_300_gen_100_mut_020
