problem_id,best_fitness,generation_found,avg_fitness_final,avg_diversity_final,total_time_seconds,population_size,generations,device,experiment_name
1.1,0.7692307692307693,8,0.3988717948717949,0.3246982646982669,20.201598644256592,100,20,odin,odin_1000_individuals
