problem_id,best_fitness,generation_found,avg_fitness_final,avg_diversity_final,total_time_seconds,population_size,generations,device,experiment_name
1.2,0.9487179487179487,62,0.5883376068376068,0.25252865677614844,256.4640905857086,300,100,odin,odin_pop_300_gen_100_mut_020
