problem_id,best_fitness,generation_found,avg_fitness_final,avg_diversity_final,total_time_seconds,population_size,generations,device,experiment_name
3.2,0.8871794871794871,110,0.8246051282051281,0.08223605205515562,1923.36408162117,200,120,nyquist,nyquist_pop_250_gen_120_mut_010
