problem_id,best_fitness,generation_found,avg_fitness_final,avg_diversity_final,total_time_seconds,population_size,generations,device,experiment_name
3.1,0.9384615384615385,94,0.8276538461538461,0.10473212214921844,877.5795431137085,200,100,odin,odin_pop_300_gen_100_mut_020
