problem_id,best_fitness,generation_found,avg_fitness_final,avg_diversity_final,total_time_seconds,population_size,generations,device,experiment_name
3.1,0.9282051282051282,74,0.8790641025641026,0.0928488596830403,901.2406475543976,200,100,odin,odin_pop_300_gen_100_mut_020
