threshold,best_val_f1_mean,best_val_f1_std,best_val_f1_max,test_f1_mean,test_f1_std,test_recall,test_auc,true_pairs,pred_pairs
0.3,0.2822071289956312,0.0061289043674327935,0.2908725202172477,0.24802672976825366,0.008156525953656825,0.565603164183313,0.9587930119085112,51744,196097
0.35,0.295763372584988,0.0016165109365505039,0.29788911082488656,0.28137576595734043,0.008763925250620155,0.43423399050586325,0.9599409610289029,51744,104961
0.4,0.30257142416236166,0.0027389241817698234,0.30641069302637935,0.2938347399903151,0.007866442361071849,0.3477357155267188,0.9580024150072592,51744,66509
0.45,0.30506139969769014,0.0013187110273589113,0.3069259500917665,0.29684592371665675,0.002730832298760122,0.4106989775163699,0.9601281197881507,51744,90404
0.5,0.30726966375100245,0.003821796855649109,0.31075264314131806,0.30018522643040807,0.004932084510037458,0.3192213789018127,0.959697326454228,51744,55904
0.55,0.3017988160314233,0.002698140399674205,0.3055178897722135,0.295035652589779,0.0020977819884014782,0.28039008164401125,0.9563553135475086,51744,46142
0.6,0.2889977051726553,0.005735953446938365,0.29582581491797116,0.2616641849680557,0.013613129034462013,0.17788830588997753,0.9575683602637988,51744,23804
0.65,0.2646730363804998,0.0046750018687184225,0.2710492760540687,0.22631877802836733,0.01141363213840769,0.17037004482947304,0.9596584989465864,51744,22346
0.7,0.2286321571095271,0.004482065253164104,0.23488528338745712,0.18876043172925183,0.02028988074529894,0.09745301814093081,0.9580658181812275,51744,10284
