problem_id,best_fitness,generation_found,avg_fitness_final,avg_diversity_final,total_time_seconds,population_size,generations,device,experiment_name
1.2,0.9487179487179487,71,0.5072393162393163,0.38366235028442397,233.34105515480042,300,100,odin,odin_pop_300_gen_100_mut_020
