problem_id,best_fitness,generation_found,avg_fitness_final,avg_diversity_final,total_time_seconds,population_size,generations,device,experiment_name
1.1,0.6666666666666666,12,0.39926923076923077,0.31818440818441157,18.494971990585327,100,20,odin,odin_1000_individuals
