problem_id,best_fitness,generation_found,avg_fitness_final,avg_diversity_final,total_time_seconds,population_size,generations,device,experiment_name
1.1,0.7307692307692307,7,0.390625641025641,0.3291051564381687,84.54284501075745,1000,10,odin,odin_1000_individuals
